,title,price,adress,image_link,page,category
190,Golf Jetta 2011,2750000,Liberté 6, media/annonces/pics/thumbs/b3958de52647ecc90f9b56f970e75847.jpg ,5,vehicles
191,BMW X3 XDRIVE ANNÉE 2015,12500000,Dakar, media/annonces/pics/thumbs/ecc91cc2ea31510595e83199a834dea4.jpeg ,5,vehicles
192,BMW X5 Année 2019,51500000,Dakar, media/annonces/pics/thumbs/1fde7dfdba678f673082aeb29d2aff5b.jpeg ,5,vehicles
193,Jeep Cherokee Limited,7800000,Dakar, media/annonces/pics/thumbs/b43dc94d69bed2ba78e5c2351ca5b693.jpeg ,5,vehicles
194,jeep grand cherokee,15000000,Fass, media/annonces/pics/thumbs/b3221c3717f48eac45b649656dff2785.jpeg ,5,vehicles
195,Range Rover Sport R Dynamic 2018,55000000,Dakar, media/annonces/pics/thumbs/41d4acd0f2fd5605f15ebf7722d98256.jpeg ,5,vehicles
196,Peugeot 208 venant année 2022,15500000,Dakar, media/annonces/pics/thumbs/8ad1b3d22bb3671901b873b5f174f9db.jpeg ,5,vehicles
197,Hyundai elantra 2015 automatique ,5300000,Grand Yoff, media/annonces/pics/thumbs/e063894257c6757577b9d0ce84d79bea.jpeg ,5,vehicles
198,KIA SPORTAGE 2020 ,14000000,Point E, media/annonces/pics/thumbs/ad8054ab8e3825d869f48ce58559679a.jpeg ,5,vehicles
199,SSANGYONG Korondo année 2015,9500000,Dakar, media/annonces/pics/thumbs/e7af630d3d5d9a8e86c163df62b094a4.jpeg ,5,vehicles
200,"Honda africain twin 1000L, année 2016",4000000,Dakar, media/annonces/pics/thumbs/30077b6edd5457b9819e53050ff16d75.jpeg ,5,vehicles
201,Toyota Land cruiser année 2007,10000000,Dakar, media/annonces/pics/thumbs/c046ad15c9ef6dbbb302a4fffa85e051.jpeg ,5,vehicles
202,Peugeot 508 année 2015,4300000,Dakar, media/annonces/pics/thumbs/c7c41aec15079ad86606b435d1ce71cf.jpeg ,5,vehicles
203,YAMAHA XCITY 250I VENANT,1000000,Patte d'Oie, media/annonces/pics/thumbs/02f5684d9a0130d2b25a15614d552b9e.jpg ,5,vehicles
204,Toyota Yaris,3200000,Sicap Foire, media/annonces/pics/thumbs/2f4dc8d6e5b3c7ccc839ab36a695d643.jpeg ,5,vehicles
205,Opel antara moteur Hors service,1800000,Maristes, media/annonces/pics/thumbs/79acaf5b2731c2c803a4a2d0590a87d5.jpg ,6,vehicles
206,Yamaha Nmax 125ie ABS modèle 2015/20 venant papiers cmc original disponible ,1150000,Fass, media/annonces/pics/thumbs/faa31fd37e2fa5d8eadb536264f026dd.jpg ,6,vehicles
207,Honda Vision 110ie injection venant papiers cmc original ,675000,Fass, media/annonces/pics/thumbs/33b303e9b0cfc02c4ed8d47e4ddc66dc.jpg ,6,vehicles
208,Kymco Dink 125cm3 carburateur Venant papiers cmc original ,625000,Amitié, media/annonces/pics/thumbs/42c1a55039381e9fc15cd022ac0979d4.jpg ,6,vehicles
209,Cadillac XTS 2016 Premium Collection AWD,11500000,Scat Urbam, media/annonces/pics/thumbs/e547860557b676a5b5515aa5d1d72698.jpg ,6,vehicles
210,Dodge Journey  Année 2012,4600000,Dakar, media/annonces/pics/thumbs/f3dd3721245899484a2f98141be4723a.jpeg ,6,vehicles
211,LEXUS IS 350 SPORT  ANNÉE 2014  ,13000000,Dakar, media/annonces/pics/thumbs/907c2b432790065784a7958f157290f1.jpeg ,6,vehicles
212,PEUGEOT 308 année 2014,4500000,Dakar, media/annonces/pics/thumbs/bbf12d07cab775232447cd28d66e69c3.jpeg ,6,vehicles
213,Toyota Rav4,6800000,Dakar, media/annonces/pics/thumbs/310f27b2e92098be032901d3e0e8c979.jpeg ,6,vehicles
214,Yamaha TMAX 2018,3000000,Almadies, media/annonces/pics/thumbs/ec52e4b6e381f3a762f45c5381ce5c88.png ,6,vehicles
215,Des véhicules et engins btp ,1,Cité Keur Gorgui, media/annonces/pics/thumbs/0d234cc257c6e09ecb722f9da8966642.jpg ,6,vehicles
216,Range Rover année 2008,8000000,Dakar, media/annonces/pics/thumbs/173ba04b323db33c2e036c41a2fd143d.jpeg ,6,vehicles
217,Mercedes ,2000000,Grand Dakar, img/nophoto.png ,6,vehicles
218,Peugeot 308 GT 2016,7600000,Dakar, media/annonces/pics/thumbs/b9eebef8d72f450286014fea9e95b735.jpeg ,6,vehicles
219,Voilier en acier de 18m,98393550,Dakar, media/annonces/pics/thumbs/3a581aa111fc79bbe9c3759e3146138a.jpg ,6,vehicles
220,Hyundai elantra 2016 Essence Manuel,6000000,Scat Urbam, media/annonces/pics/thumbs/09361e6aab484912464c1eccb4616dec.jpeg ,6,vehicles
221,Hyundai elantra 2016 Essence Manuel,6000000,Scat Urbam, media/annonces/pics/thumbs/96013502fec6ed981fcbe9bb53aae4f1.jpeg ,6,vehicles
222,BMW X1 année 2014,11500000,Dakar, media/annonces/pics/thumbs/ed5fdc58febfd98dda6fcfa98c8b5cba.jpeg ,6,vehicles
223,"Bmw 330, année 2023",25000000,Dakar, media/annonces/pics/thumbs/f0b01e607ead977213a87be38c3a3332.jpeg ,6,vehicles
224,TOYOTA PRADO LAND CRUSER année 2011,16000000,Dakar, media/annonces/pics/thumbs/82354db67dd3ee43b2cb4861fdc304e2.jpeg ,6,vehicles
225,Lexus VENANT  ANNÉE 2018  ,27000000,Dakar, media/annonces/pics/thumbs/e29d77f2df39ef4f773ac4482bc546ab.jpeg ,6,vehicles
226,LEXUS 570 ANNÉE 2019      ,60000000,Dakar, media/annonces/pics/thumbs/c066dad8cfc2b213197789e0fefa191c.jpeg ,6,vehicles
227,"CITROEN C_ELYSEE, année 2016",4700000,Dakar, media/annonces/pics/thumbs/9d587a99c66908c368c869a9af12573c.jpeg ,6,vehicles
228,PROMO KIT 110 VTT HIGH SPEED ADULTE / ENFANT ,110000,Fass, media/annonces/pics/thumbs/500b2c90e44435995578e942394cf11c.jpg ,6,vehicles
229,KIA SPORTAGE 2016,13500000,Sacré Coeur, media/annonces/pics/thumbs/585e5c7c580d4c6790a29aa5d9b816b9.jpg ,6,vehicles
230,Xmax 250ie ABS modèle 2012 venant papiers cmc original disponibles ,1200000,Fass, media/annonces/pics/thumbs/4a8e0871fe04119227345fda2f03f348.jpg ,6,vehicles
231,Spéciale lave voiture 1.5,215000,Grand Yoff, media/annonces/pics/thumbs/be282b356f9af97a8cb19f3bd5747a96.jpg ,6,vehicles
232,"Gps pour voiture, moto, camion",24000,Hann Maristes, media/annonces/pics/thumbs/ff2fc5c336a2d83a20d8821416fb91f4.jpeg ,6,vehicles
233,Peugeot 307sw 2007,2750000,Castors, media/annonces/pics/thumbs/af4e7c80e782523fa937cb86f23667c3.jpeg ,6,vehicles
234,FORD EXPLORER LIMITED ANNÉE 2016,12000000,Dakar, media/annonces/pics/thumbs/dfe1589587b5093fa53d868ceada0921.jpeg ,6,vehicles
235,FORD F-150 ANNÉE 2017,17800000,Dakar, media/annonces/pics/thumbs/b8cc0d5ba731bb930c07cb51d37d3408.jpeg ,6,vehicles
236,Renault Duster  2014,5800000,Dakar, media/annonces/pics/thumbs/f4c5ae87d3a0984a33ee6d86305bc0fa.jpeg ,6,vehicles
237,Ford Taurus année  2014  ,6800000,Dakar, media/annonces/pics/thumbs/b53e0980c104e6f053088ddc8546d646.jpeg ,6,vehicles
238,Chevrolet captiva  Année 2016,8500000,Dakar, media/annonces/pics/thumbs/012feaa5d6de4b55d7cda83fc0c0d0d2.jpeg ,6,vehicles
239,FORD FUSION SEL année 2017,7000000,Dakar, media/annonces/pics/thumbs/efa868d099ebde169d91c59e0de0c023.jpeg ,6,vehicles
240,TOYOTA CAMRY ANNÉE 2015,6800000,Dakar, media/annonces/pics/thumbs/0f329a1ea7e8958a6bb20674a24aed3a.jpeg ,6,vehicles
241,Mitsubishi Pajero sport année 2023,27500000,Dakar, media/annonces/pics/thumbs/af6aab391d4d169a8743b125ce3fe13c.jpeg ,6,vehicles
242, MAZDA CX-5  2013,6800000,Dakar, media/annonces/pics/thumbs/851aad1e4f8bce8380989f817b8ca38b.jpeg ,6,vehicles
243,Tmax,2800000,Hann Maristes, img/nophoto.png ,6,vehicles
244,Vends Ford Escape SE EcoBoost 2013,4750000,Rufisque, media/annonces/pics/thumbs/6577e7aa53216c60847bd26644d51d58.jpg ,6,vehicles
245,Peugeot 3008 année  2019,34000,Dakar, media/annonces/pics/thumbs/3813b1e684f90be4bd1eb47ba0ba1ecf.jpeg ,7,vehicles
246,HUNDAI GRANDEUR ANNÉE 2015,8600000,Dakar, media/annonces/pics/thumbs/cd49a9a4e8e442b0440e0fd061d6b9b2.jpeg ,7,vehicles
247,KIA K5 SPORTS année 2015,6600000,Dakar, media/annonces/pics/thumbs/5d04624d1b9f13aa45aa139023e8077a.jpeg ,7,vehicles
248,Citroën C4 Cactus Année 2016,7500000,Dakar, media/annonces/pics/thumbs/a44499bb21214e29a8ff46bb695c8c60.jpeg ,7,vehicles
249,GPS TRACCAR SPECIAL,40000,Ouest Foire, media/annonces/pics/thumbs/df00a9530eacd59f3767c0024475d520.jpg ,7,vehicles
250,TOYOTA COASTER  Année 2017,23700000,Dakar, media/annonces/pics/thumbs/5df89c8a3d59db64f0ca914dace58012.jpeg ,7,vehicles
251,Hyundai Tucson,13000000,Dakar, media/annonces/pics/thumbs/aba8def535b23e92d7f7c5647a322d25.jpeg ,7,vehicles
252,PRADO LAND CRUISER,32000000,Dakar, media/annonces/pics/thumbs/5da85aa4d5d7bb8da3ffdc58f2051053.jpeg ,7,vehicles
253,Mercedes G Wagon G63 AMG,90000000,Dakar, media/annonces/pics/thumbs/f49267522e48a05942d0e64805c4c751.jpeg ,7,vehicles
254,Mitsubishi L200  année 2015 ,16500000,Dakar, media/annonces/pics/thumbs/f31709ac6485fc32ac949f8c43c0988a.jpeg ,7,vehicles
255,HYUNDAI GENESIS année 2013,4000000,Dakar, media/annonces/pics/thumbs/387d6810c6ce27380a8d730e2f3f4322.jpeg ,7,vehicles
256,Mitsubishi L200,17500000,Dakar, media/annonces/pics/thumbs/700632212ecc6d728e3ec176c0ada724.jpeg ,7,vehicles
257,Mazda CX5 ,45000,Dakar, media/annonces/pics/thumbs/ce5060907e6fabb2fc23e8cfc1fa254c.jpeg ,7,vehicles
258,Jeep Compas,45000,Dakar, media/annonces/pics/thumbs/d0d70eab890a939580bdc19a483c30b8.jpeg ,7,vehicles
259,kia sportage 2013,6500000,Maristes, media/annonces/pics/thumbs/4dc8ec73ee7384b2112127ca2a1a31e4.jpg ,7,vehicles
260,Kymco Agility 125cm3 carburateur Venant papiers cmc disponible ,525000,Fass, media/annonces/pics/thumbs/99cec1985c854725e5aaadc50d5cf36d.jpg ,7,vehicles
261,Ford Taurus année 2013,5200000,Dakar, media/annonces/pics/thumbs/b6c504b6a84901cff34afc8b95b22878.jpeg ,7,vehicles
262,Ford Escape V6,6000000,Parcelles assainies, media/annonces/pics/thumbs/667734ad2ed7eed2fa36567566bd9421.jpg ,7,vehicles
263,JAGUAR F-pace,28000000,Dakar, media/annonces/pics/thumbs/0e1ee6b9c79f5ea3bc26904f9ccaa8b5.jpeg ,7,vehicles
264,Infiniti JX année 2013,8000000,Dakar, media/annonces/pics/thumbs/3c0120a8cf697687c0e4423abefdbd49.jpeg ,7,vehicles
265,Ford edge titanium ,18000000,Dakar, media/annonces/pics/thumbs/aba88237385d048865324c033b480077.jpeg ,7,vehicles
266,Peugeot 2008 allure ,7500000,Dakar, media/annonces/pics/thumbs/95057b9d6b1eca553a76653096890f3f.jpeg ,7,vehicles
267,Mitsubishi ASX Année 2014                          ,6500000,Dakar, media/annonces/pics/thumbs/d71dc423c43040e8b2928625c07c6b04.jpeg ,7,vehicles
268,Mitsubishi outlander GT,12000000,Dakar, media/annonces/pics/thumbs/dc9e1459f33a389de1d6ce83989717e2.jpeg ,7,vehicles
269,BUS DE 54 PLACES année 2013,41000000,Dakar, media/annonces/pics/thumbs/6301438ec7b1aecc2487a8b3db18278d.jpeg ,7,vehicles
270,Dacia Sandero,4500000,Fass, media/annonces/pics/thumbs/eea76048cb4a15e9cf67493ce1cda08b.jpg ,7,vehicles
271,Vente Dodge Caliber ,1200000,Guédiawaye, media/annonces/pics/thumbs/8d03aa4084f3ee1d0fccd696eec8960e.jpg ,7,vehicles
272,MITSUBISHI RVR 2013,6800000,Fass, media/annonces/pics/thumbs/13498aab2a223fa823a964f63e39ca78.jpeg ,7,vehicles
273,CHEVROLET CRUZE 2019,6700000,Fass, media/annonces/pics/thumbs/a49a55dd9b52c4ae89479fc726c2b0db.jpeg ,7,vehicles
274,Nissan Rogue année 2018,12500000,Dakar, media/annonces/pics/thumbs/0a19361ed0f373c6fb15823c411e00a2.jpeg ,7,vehicles
275,KIA Sorento Année 2015,9500000,Dakar, media/annonces/pics/thumbs/ea60cd6bf77f9308ac7498292503b8e4.jpeg ,7,vehicles
276,Toyota RAV4 limited année 2016  ,10000000,Dakar, media/annonces/pics/thumbs/0b5f55b82e42447a2f2ef3e34ab84455.jpeg ,7,vehicles
277,MAZDA CX5,17000000,Dakar, media/annonces/pics/thumbs/9a51566587f32d89ca89090bee6c815f.jpeg ,7,vehicles
278,Peugeot 2008,18000000,Dakar, media/annonces/pics/thumbs/6db68560afe50bfb9a63957b89566667.jpeg ,7,vehicles
279,Peugeot 2008 année 2021,13000000,Dakar, media/annonces/pics/thumbs/815400918ed5cd9ecd8ce8ba8a6110f3.jpeg ,7,vehicles
280,LEXUS 570 Année 2019  ,55000000,Dakar, media/annonces/pics/thumbs/e194da27da590957f763a0dc2c1f91f4.jpeg ,7,vehicles
281,Ford escape SE année 2017,9500000,Dakar, media/annonces/pics/thumbs/cdf0021b7c2ab0dda97e3b0315873573.jpeg ,7,vehicles
282,Ford Escape année 2020,16000000,Dakar, media/annonces/pics/thumbs/3259a907535d9a85173fdac30617eb78.jpeg ,7,vehicles
283,NISSAN ROGUE SL AWD 2020,19500000,Dakar, media/annonces/pics/thumbs/d265eeece0f1791f488f4eb96021ca71.jpeg ,7,vehicles
284,Peugeot 3008 année 2011,5000000,Dakar, media/annonces/pics/thumbs/380cb0a2959f5b6fb3a67dac6e52895d.jpeg ,7,vehicles
285,LAND ROVER DISCOVERY SPORT,9000000,Mermoz, media/annonces/pics/thumbs/93784f04722ac89a9cdcee83d2b20b25.jpeg ,7,vehicles
286,Ford Focus Titanium 2013,3250000,Keur Massar, media/annonces/pics/thumbs/c07bf24e2c0b110ca3443eebe2a9e5ce.jpeg ,7,vehicles
287,Hyundai i20 2011,2550000,Keur Massar, media/annonces/pics/thumbs/1393ee889b1bfb0050a3b250e4c3fc34.jpeg ,8,vehicles
288,Toyota RAV4 2016,13000000,Mbao, media/annonces/pics/thumbs/7f4645701d78a299ba066b7fc33a7561.jpeg ,8,vehicles
289,JEEP CHEROKEE LATITUDE,6500000,Dakar, media/annonces/pics/thumbs/bff8702484264b0f47e2924ccaf835da.jpeg ,8,vehicles
290,KIA MODÈLE OPTIMA année 2013,4900000,Dakar, media/annonces/pics/thumbs/30c36f83d9831dbe555cf1d81a684381.jpeg ,8,vehicles
291,MERCEDES BENZ CLASS,30000000,Dakar, media/annonces/pics/thumbs/203a8814568d2082e4199c7041b9fd81.jpeg ,8,vehicles
292,Mercedes Gls 400,135000000,Dakar, media/annonces/pics/thumbs/0931f0dbdd2774e4079b933b837549b9.jpeg ,8,vehicles
293,Range rover sport 2015,32000000,Dakar, media/annonces/pics/thumbs/96fc71a8967da26934b593290725570f.jpeg ,8,vehicles
294,Mercedes class x250d 2018,35000000,Dakar, media/annonces/pics/thumbs/6aa4e7cedb6a2e7d02d0a1d0fd8359bb.jpeg ,8,vehicles
295,Vente voiture,1500000,Hann Maristes, media/annonces/pics/thumbs/0b89bd21c64f5ac4e020991d8d62b500.jpeg ,8,vehicles
296,Camion Renault major 385ti à vendre,16500000,Guédiawaye, media/annonces/pics/thumbs/72e19f07b14f6477413c40de8fe1fc2b.jpg ,8,vehicles
297,Support de téléphone de voiture sans fil Wiwu CH-302,27500,Dakar, media/annonces/pics/thumbs/1cc2e7bdc17b501104d9462d29e9829f.jpg ,8,vehicles
298,Aspirateur Multifonction 4 en 1 Pour Voiture,45000,Dakar, media/annonces/pics/thumbs/84569b549bf802d322f0230bf96fbf93.jpg ,8,vehicles
299,Aspirateur Multifonction 4 en 1,35000,Dakar, media/annonces/pics/thumbs/fe4be86f5a5928c1172f397a868e3e06.jpg ,8,vehicles
300,Dashcam pour voiture,25000,Dakar, media/annonces/pics/thumbs/784a3cc4f14238511294cfa5b38c3ff4.jpg ,8,vehicles
301,Dashcam FULL HD 1080P Pour Voiture,40000,Dakar, media/annonces/pics/thumbs/e1e31d72f9a4d0681d038d073adb9a8c.jpg ,8,vehicles
302,Lunette Polarisé avec 5 lentilles OBAOLAY,15000,Dakar, media/annonces/pics/thumbs/5a6fbeaf15c44fcc02c6239996aa25f5.jpg ,8,vehicles
303,"PIONEER HAUT PARLEUR AUTO TS-A1396S 400W / 13cm/5""",14500,Dakar, media/annonces/pics/thumbs/6bf7cf310bb11e3085ba54e3ae6627dc.jpg ,8,vehicles
304,"PIONEER HAUT PARLEUR AUTO TS-A6995R 600W / 6""x9""",25000,Dakar, media/annonces/pics/thumbs/9579011ff0bbaf7dedf6839eabfe15bc.jpg ,8,vehicles
305,FREON R22 Réfrigérant CT-340,7000,Dakar, media/annonces/pics/thumbs/a0319b47b338b81cabdc323d736ddf9d.jpg ,8,vehicles
306,PIONEER TS-A1095S HAUT PARLEUR AUTO,12000,Dakar, media/annonces/pics/thumbs/732dfb301d418741caa7dae43d57372b.jpg ,8,vehicles
307,Autocollant cuir adhésif réparation patchwork de siège 50*120cm,10000,Dakar, media/annonces/pics/thumbs/a385a7c3911f8b16073c9702b214db5c.jpg ,8,vehicles
308,Dacia sandero année 2015,5000000,Dakar, media/annonces/pics/thumbs/1cc6e73a36a2bc23409f4d7a3c2c4e2a.jpeg ,8,vehicles
309,FORD FUSION TITANIUM année 2012,4000000,Dakar, media/annonces/pics/thumbs/b28077d27a013040f3d337664474c80b.jpeg ,8,vehicles
310,Ford Focus 2012,2900000,Keur Massar, media/annonces/pics/thumbs/e3bc9901784e285013cefbac55751b3a.jpeg ,8,vehicles
311,MOTO TRICYCLE A VENDRE AU SENEGAL,1480000,Sacré Coeur, media/annonces/pics/thumbs/0605738beac08aae4c4a8de3f234ef9c.jpeg ,8,vehicles
312,voiture à vendre,20000000,Liberté 6, media/annonces/pics/thumbs/ccec00dfa350409e30f9f5bde80c7cf1.jpg ,8,vehicles
313,Hyundai Sonata 2015 déjà dédouané ,6700000,HLM, media/annonces/pics/thumbs/f6a446437e4f050784e370deac710511.jpeg ,8,vehicles
314,Hyundai Sonata 2015 déjà dédouané ,6700000,HLM, media/annonces/pics/thumbs/9c828ebefbc201689b42e0ad0ae35121.jpeg ,8,vehicles
315,MERCEDES GLA 250 4MATIC  ANNÉE 2018,14000000,Dakar, media/annonces/pics/thumbs/dcd2ab18bb3f3301fed7f8a207315aa6.jpeg ,8,vehicles
316,LAMBORGHINI URUS 2019,80000000,Dakar, media/annonces/pics/thumbs/238f73ebeffa5f80631ba537b5b848c4.jpeg ,8,vehicles
317,KIA SPORTAGE ,7700000,Dakar, media/annonces/pics/thumbs/a7405399f801415c86d2aa55b3ca8325.jpeg ,8,vehicles
318,FORD EXPLORER Année 2018,17000000,Dakar, media/annonces/pics/thumbs/443fba7404a8f969b1181077aab94d3c.jpeg ,8,vehicles
319,Mercedes Modèle : GLC 300 Année : 2018                       ,22000000,Dakar, media/annonces/pics/thumbs/58c7941fa6c459d8b9451db8d287c6d3.jpeg ,8,vehicles
320,FORD RAPTOR F150 année 2017,41500000,Dakar, media/annonces/pics/thumbs/9652d24fa3be8177142e13a98e36b336.jpeg ,8,vehicles
321,Mercedes SPRINTER 2012,8450000,Pikine, media/annonces/pics/thumbs/f503c890aed2f52f16e9e6476b6b812d.jpeg ,8,vehicles
322,Hyundai Grandeur HG240 ,8300000,Dakar, media/annonces/pics/thumbs/3db02b7338087e852a4b70654c335955.jpeg ,8,vehicles
323,NISSAN Quashqai  Année 2014                        ,6500000,Dakar, media/annonces/pics/thumbs/03b96438ed4d2ee0a6bd0d60b8ca9c08.jpeg ,8,vehicles
324,Peugeot 2008,7900000,Dakar, media/annonces/pics/thumbs/c738c33a5642d5a8123d5409fd63d36e.jpeg ,8,vehicles
325,Renault Clio 2017,6000000,Dakar, media/annonces/pics/thumbs/29e843c365500188500946dd7ca84dd4.jpeg ,8,vehicles
326,FORD ESCAPE 2017,9800000,Dakar, media/annonces/pics/thumbs/866ee8bd958b3e0150ad25ad4624e63c.jpeg ,8,vehicles
327,Peugeot Expert 2011,3300000,Dakar, media/annonces/pics/thumbs/dce708fbe0b56d835b15dd3b9447924e.jpeg ,8,vehicles
328,Hyundai Maxcruz 2015 Venant,12450000,Dakar, media/annonces/pics/thumbs/d82fcdb3f05c98d58df97e0f456b1263.jpeg ,8,vehicles
329,Hyundai Maxcruz 2015 Venant,12450000,Dakar, media/annonces/pics/thumbs/72cd7401a8d01409c1b20c610a6ee91d.jpeg ,9,vehicles
330,Mitsubishi RVR LIMITED 2016 VENANT,9550000,Dakar, media/annonces/pics/thumbs/81158d48e29b8fea6f1bc5fd262d9b54.jpeg ,9,vehicles
331,Ford Escape SEL 2014,5300000,Dakar, media/annonces/pics/thumbs/f8a1ed1d0b1db152a267eecf59b3b379.jpeg ,9,vehicles
332,Kymco Dink 125cm3 carburateur Venant papiers cmc original ,675000,Fass, media/annonces/pics/thumbs/6358219c6a2111559002c91945b749cd.jpg ,9,vehicles
333,Kymco pipole 50cc ,350000,Dakar, media/annonces/pics/thumbs/ccee17e499415ad21436280d7ed65122.jpeg ,9,vehicles
334,Sym orbit2 nouveau modèle 4t50cc ,365000,Dakar, media/annonces/pics/thumbs/1ad3331fd3a1e6447c24f7cc3dea0722.jpeg ,9,vehicles
335,Ford Escape Carre,4700000,Dakar, media/annonces/pics/thumbs/d8de81c526b425071655401ba71f3d00.jpeg ,9,vehicles
336,Mitsubishi ASX,4900000,Dakar, media/annonces/pics/thumbs/6b680b1affd16d3754a913cdf461ca50.jpeg ,9,vehicles
337,Hyundai Tucson 2017,7900000,Dakar, media/annonces/pics/thumbs/d021080c26f196e73b89e14c8e4467f1.jpeg ,9,vehicles
338,Hyundai Tucson 2015,6600000,Dakar, media/annonces/pics/thumbs/6a544ff6ae1c3d48e278dd76f81c440a.jpeg ,9,vehicles
339,Chevrolet Trax 2014,3800000,Almadies, media/annonces/pics/thumbs/f3a5fd203fe40cc96838dc56e1820d09.jpg ,9,vehicles
340,Casque LS2,47500,Hann Bel-Air, media/annonces/pics/thumbs/7463a861b05f4992855da6b3f1b65940.jpeg ,9,vehicles
341,Ford Escape SEL 2014,5300000,Dakar, media/annonces/pics/thumbs/7cc130873377b38fdb2e250bf6ce96d3.jpeg ,9,vehicles
342,Location voiture avec chauffeur,50000,Sud Foire, media/annonces/pics/thumbs/1009afe2afce736fce5fdb4500a9e8ab.jpg ,9,vehicles
343,Mini Cooper année 2013,6000000,Dakar, media/annonces/pics/thumbs/8767650c7a74c54f3977922a90fd9576.jpeg ,9,vehicles
344,Mazda cx5 année 2013,5300000,Dakar, media/annonces/pics/thumbs/23c2819caa79ba82cfb123050b83aa0a.jpeg ,9,vehicles
345,FORD FUSION TITANIUM année 2017,9000000,Dakar, media/annonces/pics/thumbs/e8dad56cd62d0395bb41586b29784ad8.jpeg ,9,vehicles
346,MoTo Yamaha,500000,Dakar, media/annonces/pics/thumbs/49faf95b484e714ea6f2a9253a633612.jpeg ,9,vehicles
347,JEEP WRANGLER année 2017,35000000,Dakar, media/annonces/pics/thumbs/7bbcb4613d4c5b8b1180299c07a80b09.jpeg ,9,vehicles
348,FORD EXPLORER SPORT année 2016,14000000,Dakar, media/annonces/pics/thumbs/6130a17d679d74812199e8fd8433f711.jpeg ,9,vehicles
349,Toyota Prado Gx année 2009,5500000,Dakar, media/annonces/pics/thumbs/f78f8442205c578670f4c58d0a1eb1f6.jpeg ,9,vehicles
350,PEUGEOT 301 année 2019,4800000,Dakar, media/annonces/pics/thumbs/24afee8127cf3e673dbcc1713e717290.jpeg ,9,vehicles
351,Ford Focus année 2013,3700000,Dakar, media/annonces/pics/thumbs/d99d7f40be9b7eebb1b96965bb1abc27.jpeg ,9,vehicles
352,Citroën C5 aircross 2019 automatique essence,15000000,Keur Massar, media/annonces/pics/thumbs/8d378eba9f1c23be7e8f87ed8c93bab5.jpeg ,9,vehicles
353,MOTO TRICYCLE A VENDRE AU SENEGAL,1480000,Dakar, media/annonces/pics/thumbs/0383f76ba07f676913de771a0dfd1896.jpeg ,9,vehicles
354,X9 500 injection avec carte à grise à vendre en bon état,550000,Thiès, media/annonces/pics/thumbs/f5f028b5b0769ca71773486053c9bab7.jpg ,9,vehicles
355,Mitsubishi Pajero sport année 2016,13800000,Dakar, media/annonces/pics/thumbs/45e0d57e0e04cad5ce3bd8eee362538c.jpeg ,9,vehicles
356,Mercedes sprinter,11500000,Dakar, media/annonces/pics/thumbs/b053e0762d08fdc5e5075ff49e3122af.jpeg ,9,vehicles
357,FORD ECOSPORT,4000000,Dakar, media/annonces/pics/thumbs/92246d994b6e304a3d103abccc6ca386.jpeg ,9,vehicles
358,Mazda CX5 année 2018,15000000,Dakar, media/annonces/pics/thumbs/3d1aa2aaa275e28d12116e737cd94554.jpeg ,9,vehicles
359,Peugeot 2008 Automatique Essence 2021,15500000,Dakar, media/annonces/pics/thumbs/27e28379022ddcfb193e7e3b0fcd90bf.jpeg ,9,vehicles
360,Honda SH 125,250000,Mbao, media/annonces/pics/thumbs/c0c0aa72702272298fd52dfff812c0b1.jpeg ,9,vehicles
361,Piaggio Skipper ST 125cm3 carburateur Venant papiers ,650000,Fass, media/annonces/pics/thumbs/ed0eb98ce68639521b419ede2bd24cd7.jpg ,9,vehicles
362,Hyundai tucson 2016,12000000,Médina, media/annonces/pics/thumbs/c00a82e82816c6ecbfa73d8bf4e5e83b.jpeg ,9,vehicles
363,vente de Citroën cactus  Venant déjà dédouanée  Année : 2015 Transmission : manuel  Carburant : Diesel,6500000,Dakar, media/annonces/pics/thumbs/bc0b9e719e02c3695c0cf5d485799285.jpg ,9,vehicles
364,Kymco Agility 125cc,160000,Mbao, media/annonces/pics/thumbs/7491eb17e12ccaeda25aeb52e1031869.jpeg ,9,vehicles
365,BMW X3 2014,9500000,Guédiawaye, media/annonces/pics/thumbs/7f6a49b6230a814f9cb11b48133d16a4.jpeg ,9,vehicles
366,DODGE DART LIMITED 2013,5500000,Dakar, media/annonces/pics/thumbs/6311749f2c7dc413e164bbcd15eb9119.jpeg ,9,vehicles
367,Moto Kymco Grand Dink 250,350000,Guédiawaye, media/annonces/pics/thumbs/fffe78f146716e7325d8f8a1b350e86e.jpg ,9,vehicles
368,Symphony 4t50cc ,365000,Dakar, media/annonces/pics/thumbs/3ef0ad2f7eb64e9070a54f3ca0c11840.jpeg ,9,vehicles
